topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name
T13765,Social Science and Policy Research,3300,General Social Sciences,33,Social Sciences,2,Social Sciences
T12315,Older Adults Driving Studies,3612,"Physical Therapy, Sports Therapy and Rehabilitation",36,Health Professions,4,Health Sciences
T11820,Learning Styles and Cognitive Differences,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences
T12665,Bamboo properties and applications,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11873,PAPR reduction in OFDM,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12442,Thermal Radiation and Cooling Technologies,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T14421,Educational Philosophies and Pedagogies,3304,Education,33,Social Sciences,2,Social Sciences
T12707,Vehicle License Plate Recognition,2214,Media Technology,22,Engineering,3,Physical Sciences
T11947,Molten salt chemistry and electrochemical processes,1507,Fluid Flow and Transfer Processes,15,Chemical Engineering,3,Physical Sciences
T12730,"Weber, Simmel, Sociological Theory",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12212,CNS Lymphoma Diagnosis and Treatment,2728,Neurology,27,Medicine,4,Health Sciences
T13299,Educational Leadership and Administration,3304,Education,33,Social Sciences,2,Social Sciences
T12997,Outdoor and Experiential Education,3207,Social Psychology,32,Psychology,2,Social Sciences
T14171,"Education, Law, and Society",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11188,Coagulation and Flocculation Studies,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences
T12466,Near-Field Optical Microscopy,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12612,Strong Light-Matter Interactions,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences
T12738,Corporate Identity and Reputation,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences
T13361,Coconut Research and Applications,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences
T14417,Central Asia Education and Culture,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T14344,Pathogenesis and Treatment of Hiccups,2737,Physiology,27,Medicine,4,Health Sciences
T12406,IoT and GPS-based Vehicle Safety Systems,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T14213,Global Politics and Economy,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12284,Emotional Labor in Professions,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14007,Indigenous and Place-Based Education,3304,Education,33,Social Sciences,2,Social Sciences
T12272,Cardiovascular Conditions and Treatments,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T12216,Network Time Synchronization Technologies,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T13410,Immune responses and vaccinations,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T13492,"Science, Technology, and Education in Latin America",3317,Demography,33,Social Sciences,2,Social Sciences
T12846,Ginkgo biloba and Cashew Applications,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences
T13286,Modeling and Simulation Systems,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences
T12152,Concrete Properties and Behavior,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T13971,Synthesis and Biological Activity,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13476,Indonesian Election Politics and Participation,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11693,Cryptography and Residue Arithmetic,1710,Information Systems,17,Computer Science,3,Physical Sciences
T14136,Education and Military Integration,3304,Education,33,Social Sciences,2,Social Sciences
T13626,Educational and Organizational Development,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences
T13165,Agricultural safety and regulations,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12053,Minimally Invasive Surgical Techniques,2746,Surgery,27,Medicine,4,Health Sciences
T13004,Vitamin K Research Studies,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T12484,Retinopathy of Prematurity Studies,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T13720,Benford’s Law and Fraud Detection,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences
T12176,Optimization and Packing Problems,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences
T12007,Plasma and Flow Control in Aerodynamics,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T12989,Ocular Disorders and Treatments,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12401,Scheduling and Timetabling Solutions,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
T13767,Leech Biology and Applications,2736,Pharmacology,27,Medicine,4,Health Sciences
T11015,Down syndrome and intellectual disability research,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences
T13776,Phytochemical and Pharmacological Studies,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences
T13201,Infectious Encephalopathies and Encephalitis,2725,Infectious Diseases,27,Medicine,4,Health Sciences
T12684,Stuttering Research and Treatment,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T12200,Heusler alloys: electronic and magnetic properties,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences
T13821,Coaching Methods and Impact,3202,Applied Psychology,32,Psychology,2,Social Sciences
T13366,Accounting Theory and Financial Reporting,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences
T13047,Pharmacological Receptor Mechanisms and Effects,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12404,Mathematical Approximation and Integration,2612,Numerical Analysis,26,Mathematics,3,Physical Sciences
T13214,Powdery Mildew Fungal Diseases,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12183,Teratomas and Epidermoid Cysts,2746,Surgery,27,Medicine,4,Health Sciences
T14294,Impulse Buying and Technology Impacts,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12696,Icing and De-icing Technologies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T13479,Food Science and Nutritional Studies,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T13813,Oral and Craniofacial Lesions,3616,Speech and Hearing,36,Health Professions,4,Health Sciences
T12174,Hospital Admissions and Outcomes,2711,Emergency Medicine,27,Medicine,4,Health Sciences
T13779,Cancer Mechanisms and Therapy,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T12357,Digital Media Forensic Detection,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences
T10931,Direction-of-Arrival Estimation Techniques,1711,Signal Processing,17,Computer Science,3,Physical Sciences
T14146,Earthquake and Tsunami Effects,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T13428,Anarchism and Radical Politics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13517,Environmental and Industrial Safety,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences
T12778,History of Medicine and Tropical Health,1202,History,12,Arts and Humanities,2,Social Sciences
T11498,Security in Wireless Sensor Networks,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T12608,Spatial Neglect and Hemispheric Dysfunction,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T13588,Regional resilience and development,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12088,Intergenerational and Educational Inequality Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13371,Military Defense Systems Analysis,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T13380,Sound Studies and Aurality,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences
T12814,Gaussian Processes and Bayesian Inference,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T13446,"Antioxidants, Aging, Portulaca oleracea",2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences
T12966,Russian Literature and Bakhtin Studies,3304,Education,33,Social Sciences,2,Social Sciences
T12393,Workplace Spirituality and Leadership,3317,Demography,33,Social Sciences,2,Social Sciences
T13841,Psychology of Social Influence,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11504,Advanced Authentication Protocols Security,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T13378,Agricultural Development and Policies,1102,Agronomy and Crop Science,11,Agricultural and Biological Sciences,1,Life Sciences
T13576,"Cyprus History, Politics, Society",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13620,Education for Peace and Conflict Resolution,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T13527,Transportation Systems and Logistics,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T13718,Media Influence and Politics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14438,Advanced Scientific Research Methods,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences
T14126,Intramuscular injections and effects,2711,Emergency Medicine,27,Medicine,4,Health Sciences
T13313,Dupuytren's Contracture and Treatments,2745,Rheumatology,27,Medicine,4,Health Sciences
T14097,Chemistry Education and Research,3304,Education,33,Social Sciences,2,Social Sciences
T13263,Building energy efficiency and sustainability,2215,Building and Construction,22,Engineering,3,Physical Sciences
T14170,Classical Studies and Philology,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences
T13725,Pineapple and bromelain studies,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12285,Surface Chemistry and Catalysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12474,Education Discipline and Inequality,3304,Education,33,Social Sciences,2,Social Sciences
T13799,Media and Communication Studies,3315,Communication,33,Social Sciences,2,Social Sciences
T12000,Systems Engineering Methodologies and Applications,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T13495,Biographical and Historical Analysis,1202,History,12,Arts and Humanities,2,Social Sciences
T12962,Nephrotoxicity and Medicinal Plants,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T13063,Education and experiences of immigrants and refugees,3304,Education,33,Social Sciences,2,Social Sciences
T12303,Tensor decomposition and applications,2605,Computational Mathematics,26,Mathematics,3,Physical Sciences
T12980,Family Caregiving in Mental Illness,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T14360,Psidium guajava Extracts and Applications,3004,Pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences
T13230,Synthesis and Reactivity of Heterocycles,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T12452,Electrowetting and Microfluidic Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12683,Studies on Chitinases and Chitosanases,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13764,Political theory and Gramsci,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12210,Policy Transfer and Learning,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T11739,Microwave Imaging and Scattering Analysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T12793,Caveolin-1 and cellular processes,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13878,Case Reports on Hematomas,2746,Surgery,27,Medicine,4,Health Sciences
T13419,Ego Development and Educational Practices,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T11646,Nonlocal and gradient elasticity in micro/nano structures,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T12143,Place Attachment and Urban Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14207,Higher Education Practises and Engagement,3304,Education,33,Social Sciences,2,Social Sciences
T12528,"IL-33, ST2, and ILC Pathways",2403,Immunology,24,Immunology and Microbiology,1,Life Sciences
T14206,Animal Law and Welfare,3308,Law,33,Social Sciences,2,Social Sciences
T12808,Ferroelectric and Negative Capacitance Devices,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T14429,Global Political and Social Dynamics,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
